transaction_id,dacd te,customer_id,amount,type,description,Usia,Jenis_Kelamin,Pendapatan_Bulanan,Saldo_Rekening,Riwayat_Pinjaman,Frekuensi_Transaksi,Jenis_Transaksi_Favorit,Minat_Investasi,Produk_Direkomendasikan
39860,2018-08-05,104,4501.14,debit,Take determine attorney.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
40027,2022-07-01,102,7324.24,debit,Live point movement hotel compare.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
40038,2021-12-03,109,5.14,debit,Present task throw interesting management back example item.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
40152,2018-08-01,104,55.32,transfer,Real officer with kitchen.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
40205,2022-12-09,104,6452.83,debit,Forget government begin wrong approach.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
40318,2018-10-28,107,5715.48,debit,Name bill simply might inside force public smile.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
40358,2018-08-21,105,3392.84,credit,Reduce begin edge office season matter foot.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
40435,2018-06-08,107,9672.7,debit,Single sell especially allow south professor sound toward.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
40700,2020-10-02,106,4741.47,debit,Late agree piece protect charge identify huge.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
40782,2020-10-19,104,8343.71,transfer,Operation leader quickly public person.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
40933,2022-06-28,105,2959.05,debit,Bar create ready until later.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
40942,2022-06-10,109,662.54,transfer,Security in suddenly difficult.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
40964,2019-08-21,107,4198.23,transfer,Simply fight alone entire throw hope election out.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
40974,2018-08-31,103,7604.09,debit,Quickly force and project ok garden guy.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
41032,2019-07-03,109,4142.58,transfer,Scientist thank mouth tough cut since.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
41080,2023-01-18,101,7436.33,transfer,Trouble development you me back.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
41126,2022-02-21,103,5740.82,credit,Day reduce remember.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
41191,2019-09-24,104,5670.97,transfer,Program matter thus agreement both itself government doctor.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
41219,2020-08-29,107,7902.19,debit,Result either president probably million believe.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
41293,2020-10-01,110,1001.57,credit,Soldier fast past theory team.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
41420,2020-07-19,101,663.87,debit,Agent indicate lead.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
41471,2022-10-16,101,241.43,transfer,Answer agent must base health student.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
41498,2023-03-27,104,5558.5,debit,Week hand stock student special allow.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
41589,2022-10-25,102,842.02,debit,Yeah deep cut paper recent discover play price.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
41731,2021-08-25,108,4112.03,credit,Data guy degree perhaps course.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
41869,2022-09-03,103,2224.35,credit,Like still hit police.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
41902,2018-07-25,108,5582.04,debit,Name contain reveal agree hundred.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
41929,2020-08-06,106,6446.03,debit,Arm bed manager read.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
41993,2022-04-24,107,5331.24,transfer,Nothing food break seek.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
42027,2018-04-11,109,3957.63,transfer,Difference radio style grow admit if.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
42160,2020-04-05,102,6138.99,debit,Young up rather.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
42346,2019-03-14,103,3826.24,debit,Should avoid man develop staff memory wide rich.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
42456,2021-08-22,108,7569.37,credit,Compare short what anyone make we difference.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
42572,2020-02-12,104,828.58,debit,Forward conference sell part within piece.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
42678,2020-01-27,107,6611.63,transfer,Least pull positive including response.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
42783,2021-02-17,108,8910.34,credit,Challenge national reveal step.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
42790,2018-04-01,101,1232.45,transfer,Memory put serious wrong.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
42839,2020-04-21,108,5591.35,credit,Foreign safe pattern create oil seat end process.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
42893,2020-11-16,108,1285.24,transfer,Question have on party challenge heart glass.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
43141,2022-06-23,102,6486.75,debit,Concern personal soon main old.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
43238,2021-01-27,102,9962.68,credit,Call mind example pretty realize down.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
43269,2019-05-07,106,575.88,credit,Enter resource test special sea voice.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
43309,2021-09-20,106,8979.75,credit,Line tell far director address recognize marriage respond.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
43346,2023-03-14,109,6773.68,debit,Help control list from else.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
43463,2020-03-23,110,7171.15,transfer,Heavy wrong never mind tend.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
43466,2019-07-06,101,6382.25,credit,Gun later test policy ever.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
43514,2021-06-17,101,8589.84,debit,Interest Congress yard understand.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
43610,2018-05-06,107,6334.52,transfer,Turn rich difference right apply open long.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
43817,2019-08-09,101,8571.52,credit,Kind probably turn wear.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
44055,2022-07-07,105,8253.96,debit,Against sign drop various.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
44089,2021-04-07,108,2971.86,credit,Theory certain owner beautiful decision election.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
44131,2019-05-22,107,8835.01,credit,Manage their help significant health debate health night.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
44286,2020-03-16,109,1381.64,debit,Their race its concern seem.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
44295,2019-07-09,109,9639.08,transfer,Total table our.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
44456,2022-01-29,104,3414.62,transfer,Ready account its high begin myself role.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
44641,2022-03-17,107,1021.88,transfer,Dog go local bed sister culture.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
44791,2021-10-20,103,3876.56,debit,Above wall last bit fast team stop.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
44853,2020-10-20,103,8809.28,transfer,Market medical probably foot.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
44856,2022-06-03,103,8016.62,credit,Two five certainly huge American.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
44910,2020-03-03,108,385.19,transfer,Support ok draw at nearly far away.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
44989,2019-04-21,109,1453.33,transfer,Short wind game guess industry activity number.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
45083,2022-08-30,110,9134.23,transfer,Whole sister third call according long.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
45332,2020-06-21,106,5799.53,credit,Science prepare explain traditional live simply.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
45336,2022-03-26,101,5201.07,transfer,During eat claim administration spend.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
45352,2018-12-08,104,1378.43,debit,Morning despite free ready choose herself similar.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
45552,2023-01-14,106,6171.92,debit,Single life conference work do according.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
45788,2019-07-05,108,2101.33,debit,History option design born.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
45896,2021-05-28,102,8273.9,transfer,Able pay recently religious recent lawyer.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
45909,2020-04-04,108,3681.2,transfer,Lay glass whether seem old degree character.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
45957,2021-09-06,103,4146.17,credit,Piece include human around range.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
45982,2021-07-29,106,5743.64,transfer,Raise PM include something interest painting.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
46139,2019-12-03,110,371.47,credit,Red dream deep special need however box middle.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
46217,2021-07-19,106,377.5,debit,Trip assume six our far loss certain travel.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
46278,2019-10-19,105,3734.34,credit,Consider girl apply occur claim beat rest.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
46610,2019-05-19,108,2360.12,credit,Myself by close full coach air.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
46634,2023-02-10,105,5993.78,transfer,Occur no yourself sense.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
46643,2022-05-20,104,2112.59,transfer,Bed actually anything result conference view whose.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
46675,2020-04-09,109,8552.26,transfer,Anything responsibility impact far.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
46773,2021-06-22,102,2403.01,credit,Into white institution picture.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
46997,2018-08-27,102,3634.34,credit,Into job story.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
47098,2022-12-16,110,2942.51,transfer,Enough share family middle including.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
47169,2023-03-19,106,9861.41,transfer,Total factor talk analysis.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
47267,2021-04-17,107,1187.07,debit,Letter eat movie when dog little hold new.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
47400,2021-11-24,110,2131.99,credit,Sea sound system.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
47690,2022-02-05,107,5604.72,credit,Camera somebody again management culture.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
47832,2018-10-28,103,6856.58,debit,Writer another modern.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
47911,2020-03-21,110,2077.43,debit,The throw it.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
48021,2020-07-22,103,9330.57,credit,Small option between guy.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
48068,2021-01-06,101,7266.67,transfer,Oil itself participant in.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
48123,2019-12-01,101,7077.34,debit,Hour arrive environmental security size bar herself education.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
48358,2022-01-06,107,2992,debit,Power church including market form land above.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
48434,2020-10-14,103,3022.59,debit,Other present give daughter sister.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
48704,2018-04-06,102,7675.48,credit,Behind as interesting ahead forget bag product necessary.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
48775,2018-05-31,110,2147.04,debit,Town author court money effort.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
48883,2018-08-21,103,6816.55,credit,Near bank far by.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
48983,2019-08-15,105,9577.67,transfer,Professor church pull question.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
49141,2020-08-23,104,8609.33,transfer,Race end nothing industry recently.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
49169,2022-06-05,109,2776.65,debit,Perhaps network that boy care around finally.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
49198,2021-09-06,108,4957.61,credit,Game debate maintain action our network car.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
49329,2019-09-23,101,5571.8,transfer,Field cause just store close.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
49361,2021-04-17,107,3295.95,transfer,Fight crime speak policy soldier.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
49362,2021-07-17,109,6214.1,credit,College whole whom student.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
49376,2018-08-11,106,4653.9,transfer,Game fight report system big shoulder.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
49424,2021-10-26,104,3904.21,debit,Think impact response fly by daughter.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
49521,2022-11-16,109,7093.38,credit,Development away front nice.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
49572,2020-11-04,105,8915.45,credit,Administration add six method campaign simply save.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
49589,2020-09-02,107,9704.72,debit,On feeling event never.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
49626,2020-01-07,103,2070.4,credit,Sport us factor.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
49634,2019-05-26,110,2556.22,transfer,Woman operation art.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
49669,2019-05-03,103,416.08,debit,Hope road but let data.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
49773,2019-02-19,105,387.54,credit,Call majority character sport.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
49841,2020-09-12,103,3902.83,debit,Your sort wind part morning.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
49951,2021-12-26,102,4350.69,credit,Although somebody officer base fall everybody consider hour.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
50205,2023-01-31,107,5122.22,transfer,Maybe term picture according can car.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
50309,2019-01-24,105,1637.6,transfer,Short laugh effect stuff Mrs quality.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
50319,2019-07-07,101,5105.5,transfer,Buy actually bag daughter social.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
50649,2021-07-14,110,9579.99,credit,Boy group note training individual.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
50672,2019-06-13,101,4486.27,debit,Choice show of customer cover community from.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
51095,2019-02-08,104,9491.6,debit,Us dark follow address suddenly fine prove.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
51534,2018-07-08,110,4526.42,transfer,Hair daughter really bank particularly which door.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
51854,2019-11-27,107,8684.72,debit,Old point memory sign.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
52071,2018-04-11,107,4876.69,transfer,Response successful about how boy sell.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
52082,2019-10-14,104,2838.61,debit,Blue pay administration cell voice.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
52184,2022-04-04,107,7953.01,debit,Charge idea prove treat never coach source.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
52201,2022-12-17,110,9654.82,debit,Establish necessary difficult reach finish.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
52430,2020-12-30,101,86.27,credit,Clearly across improve beat perform.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
52455,2020-10-15,109,4666.07,transfer,Ground operation city world seem.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
52472,2022-08-15,104,1857.97,transfer,Suffer I special clearly.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
52496,2019-05-05,109,3147.73,credit,New very support computer.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
52597,2018-04-09,102,235.96,credit,Education seem whose size general.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
52891,2022-05-17,107,6748.13,debit,Second say understand level school.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
52909,2020-07-22,109,398.25,transfer,Safe audience author sport.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
53153,2022-10-18,105,4439.71,transfer,Stuff good candidate act east clearly.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
53425,2020-01-27,107,8634.89,transfer,Knowledge seek push leave week each.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
53432,2021-02-02,102,4237.33,transfer,Best staff general card.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
53489,2019-07-18,101,8436.11,transfer,Close house public technology while west dark senior.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
53823,2019-03-24,105,2942.57,debit,Table security lay affect night line role.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
53824,2018-05-28,107,2243.04,credit,Billion tree best card pretty.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
53873,2021-05-30,108,6638.43,transfer,Feel part may under meeting always.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
53915,2023-03-10,106,9555.7,credit,Their best material tough simply movement card.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
54009,2018-10-11,102,2772.34,credit,Turn on exactly beyond large south sister.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
54281,2021-11-24,102,5068.38,credit,Court little modern.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
54293,2021-12-07,109,5312.49,debit,Professional let lawyer staff computer.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
54330,2021-09-30,102,9031.37,transfer,Whose always ability home season building.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
54331,2019-06-19,110,7263.42,transfer,Onto official last next important.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
54801,2022-04-20,108,3352.06,credit,Thank wide many amount.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
54823,2019-05-04,106,703.72,transfer,Debate environmental her call market team on.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
55024,2021-02-15,102,7963.92,transfer,Suggest wait relationship feel throughout fine.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
55078,2018-08-15,101,2249.4,debit,Alone sound artist read two check.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
55099,2019-06-15,109,1685.7,transfer,Car as down operation present exist run.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
55126,2019-02-11,109,639.56,debit,Month modern know hope.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
55311,2022-05-16,106,4855.58,credit,Cut when stock fill usually.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
55506,2021-08-02,105,9342.79,credit,Window east course company change ago suggest.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
55589,2021-06-13,107,5475.3,debit,Military stop both low imagine need hospital.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
55617,2020-07-03,101,5245.25,credit,Listen attack send old easy vote reach.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
55704,2018-07-10,104,1699.58,credit,On usually section official could interesting machine.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
55753,2021-10-15,107,2907.78,credit,Decade customer garden get box tax.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
55755,2020-02-03,109,9189.27,debit,Early poor admit seem order analysis manage.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
55785,2021-07-21,101,9070.69,debit,Police set receive find thought.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
56068,2022-12-14,102,8178,debit,Congress country hair top well unit item it.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
56096,2018-08-27,109,3634.05,debit,Feeling firm personal then song push.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
56140,2020-03-19,101,8539.32,transfer,Traditional son administration word.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
56179,2021-09-11,107,7281.15,transfer,Statement media common.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
56234,2020-11-24,108,2242.85,credit,Different serious whatever because successful image huge.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
56300,2021-04-17,110,1349.17,credit,Lay central walk network.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
56366,2018-04-09,108,8969.93,debit,Later suddenly heart director spend buy especially.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
56417,2022-08-15,104,620.84,credit,Strong certainly physical movement down evidence.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
56431,2022-12-21,105,745.7,debit,Hit apply course me store few bad.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
56495,2019-01-07,110,5109.56,credit,Member former husband candidate end law.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
56689,2019-04-19,109,7498.24,debit,Million open use large start.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
56770,2022-05-12,101,4057.34,transfer,Husband close relate professor.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
56994,2018-06-23,104,2969.91,credit,Focus career film do middle same training.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
57075,2019-02-06,102,7654.84,credit,Great stock yet character soon name sort will.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
57191,2020-05-27,110,7639.83,debit,Information prevent old dark skin describe subject your.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
57227,2021-11-25,107,7644.21,transfer,Any democratic stay.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
57235,2022-08-14,101,2578.51,credit,Stay sort sport wide one.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
57367,2020-07-04,106,3212.01,debit,Health officer each strong community.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
57447,2021-10-27,101,6932.92,credit,Itself simple second short over human.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
57735,2019-09-30,104,8410.49,credit,Far network short establish decision.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
57770,2022-06-08,105,9228.21,debit,Table sing they soldier.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
57881,2022-09-05,102,8268.29,transfer,Claim degree because as company.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
58110,2023-02-05,102,7585.1,debit,Least politics week.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
58312,2020-01-10,101,1872.56,credit,Republican baby board major go.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
58369,2019-05-28,109,3137.25,transfer,Skin ok bill together program buy magazine physical.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
58494,2018-05-21,106,3142.36,debit,Factor collection focus maintain general manager.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
58533,2019-10-20,106,8624.96,transfer,Job learn behind staff affect tough picture.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
58547,2022-07-17,107,4708.19,debit,Choose total travel great.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
58667,2022-05-23,101,2644.71,credit,The ask price along.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
58705,2020-10-30,108,5264.8,transfer,Way star son source there lose best again.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
58706,2020-03-10,107,5318.68,debit,Note either space financial month.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
58795,2022-07-30,108,5552.98,transfer,Television anyone check military.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
58859,2023-03-11,107,7031.43,transfer,Just together month participant inside once character anyone.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
58882,2021-09-05,106,830.77,debit,Itself behind take anything.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
58885,2022-11-22,106,6407.63,transfer,Behavior opportunity popular region six behind street.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
58931,2021-02-26,102,800.03,credit,Less as individual safe beautiful home people large.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
59398,2019-02-01,110,9004.22,credit,Tend know pass create.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
59620,2020-01-02,104,4356.72,debit,Spring number former food carry community better.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
59724,2018-06-10,109,5577.25,transfer,Outside rest surface daughter.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
59726,2021-05-06,103,1789.26,transfer,Plant population resource allow believe record kitchen.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
59822,2018-08-01,103,3910.27,credit,Past require reason civil author degree buy.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
59895,2018-04-12,107,3540.94,debit,Policy future reflect arrive company.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
60189,2021-01-28,106,9034.91,credit,Should matter goal method.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
60284,2020-08-12,106,2678.88,transfer,Today hospital military national fear.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
